Mod:Item:MetaData, Localized Name
byg:stripped_cherry_wood, Stripped Cherry Wood
byg:baobab_wood, Baobab Wood
byg:stripped_baobab_log, Stripped Baobab Log
byg:stripped_baobab_wood, Stripped Baobab Wood
byg:blue_enchanted_wood, Blue Enchanted Wood
byg:stripped_blue_enchanted_log, Stripped Blue Enchanted Log
byg:stripped_blue_enchanted_wood, Stripped Blue Enchanted Wood
byg:green_enchanted_wood, Green Enchanted Wood
byg:stripped_green_enchanted_log, Stripped Green Enchanted Log
byg:stripped_green_enchanted_wood, Stripped Green Enchanted Wood
byg:great_oak_wood, Great Oak Wood
byg:stripped_great_oak_log, Stripped Great Oak Log
byg:stripped_great_oak_wood, Stripped Great Oak Wood
byg:jacaranda_wood, Jacaranda Wood
byg:stripped_jacaranda_log, Stripped Jacaranda Log
byg:stripped_jacaranda_wood, Stripped Jacaranda Wood
byg:maple_wood, Maple Wood
byg:stripped_maple_log, Stripped Maple Log
byg:stripped_maple_wood, Stripped Maple Wood
byg:mangrove_wood, Mangrove Wood
byg:stripped_mangrove_log, Stripped Mangrove Log
byg:stripped_mangrove_wood, Stripped Mangrove Wood
byg:frozen_oak_wood, Frozen Oak Wood
byg:palo_verde_wood, Palo Verde Wood
byg:stripped_palo_verde_log, Stripped Palo Verde Log
byg:stripped_palo_verde_wood, Stripped Palo Verde Wood
byg:pine_wood, Pine Wood
byg:stripped_pine_log, Stripped Pine Log
byg:stripped_pine_wood, Stripped Pine Wood
byg:skyris_wood, Skyris Wood
byg:stripped_skyris_log, Stripped Skyris Log
byg:stripped_skyris_wood, Stripped Skyirs Wood
byg:willow_wood, Willow Wood
byg:stripped_willow_log, Stripped Willow Log
byg:stripped_willow_wood, Stripped WillowWood
byg:zelkova_wood, Zelkova Wood
byg:stripped_zelkova_log, Stripped Zelkova Log
byg:stripped_zelkova_wood, Stripped Zelkova Wood
byg:redwood_wood, Redwood Wood
byg:stripped_redwood_log, Stripped Redwood Log
byg:stripped_redwood_wood, Stripped Redwood Wood
byg:holly_wood, Holly Wood
byg:stripped_holly_log, Stripped Holly Log
byg:stripped_holly_wood, Stripped Holly Wood
byg:witch_hazel_wood, Witch Hazel Wood
byg:stripped_witch_hazel_log, Stripped Witch Hazel Log
byg:stripped_witch_hazel_wood, Stripped Witch Hazel Wood
byg:ebony_wood, Ebony Wood
byg:stripped_ebony_log, Stripped Ebony Log
byg:stripped_ebony_wood, Stripped Ebony Wood
byg:rowan_wood, Rowan Wood
byg:stripped_rowan_log, Stripped Rowan Log
byg:stripped_rowan_wood, Stripped Rowan Wood
byg:hawthorn_wood, Hawthorn Wood
byg:stripped_hawthorn_log, Stripped Hawthorn Log
byg:stripped_hawthorn_wood, Stripped Hawthorn Wood
byg:cypress_wood, Cypress Wood
byg:rainbow_eucalyptus_wood, Rainbow Eucalyptus Wood
byg:stripped_rainbow_eucalyptus_log, Stripped Rainbow Eucalyptus Log
byg:stripped_rainbow_eucalyptus_wood, Stripped Rainbow Eucalyptus Wood
byg:stripped_cypress_log, Stripped Cypress Log
byg:stripped_cypress_wood, Stripped Cypress Wood
byg:ironwood_wood, Ironwood Wood
byg:stripped_ironwood_log, Stripped Ironwood Log
byg:stripped_ironwood_wood, Stripped Ironwood Wood
byg:pink_allium_bush, Pink Allium Bush
byg:daffodil, Daffodil
byg:baobabdooritem, Baobab Door
byg:reed, Reed Block
byg:reeds, Reeds
byg:cattails, Cattail
byg:cattail, Cattail
byg:osiriarose, Osiria Rose
byg:japanese_orchid, Japanese Orchid
byg:baobab_stairs, Baobab Stairs
byg:baobab_fence, Baobab Fence
byg:baobab_wall, Baobab Wall
byg:cherry_wood_wall, Cherry Wall
byg:cika_wood_wall, Cika Wall
byg:blue_enchanted_wood_wall, Blue Enchanted Wall
byg:great_oak_wood_wall, Great Oak Wall
byg:jacaranda_wood_wall, Jacaranda Wall
byg:mangrove_wood_wall, Mangrove Wall
byg:maple_wood_wall, Maple Wall
byg:frozen_oak_wood_wall, Frozen Oak Wall
byg:palo_verde_wood_wall, Palo Verde Wall
byg:pine_wood_wall, Pine Wall
byg:skyris_wood_wall, Skyris Wall
byg:willow_wood_wall, Willow Wall
byg:zelkova_wood_wall, Zelkova Wall
byg:redwood_wood_wall, Redwood Wall
byg:holly_wood_wall, Holly Wall
byg:rainbow_eucalyptus_wood_wall, Rainbow Eucalyptus Wall
byg:witch_hazel_wood_wall, Witch Hazel Wall
byg:ebony_wood_wall, Ebony Wall
byg:roawan_wood_wall, Rowan Wall
byg:hawthorn_wood_wall, Hawthorn Wall
byg:ironwood_wood_wall, Ironwood Wall
byg:fir_wood_wall, Fir Wall
byg:green_enchanted_wood_wall, Green Enchanted Wall
byg:cypress_wood_wall, Cypress Wall
byg:mahogany_wood_wall, Mahogany Wall
byg:palm_wood_wall, Palm Wall
byg:aspen_wood_wall, Aspen Wall
byg:cherry_fence, Cherry Fence
byg:cherry_stairs, Cherry Stairs
byg:cika_fence, Cika Fence
byg:cika_stairs, Cika Stairs
byg:blue_enchanted_fence, Blue Enchanted Fence
byg:blue_enchanted_stairs, Blue Enchanted Stairs
byg:great_oak_fence, Great Oak Fence
byg:great_oak_stairs, Great Oak Stairs
byg:jacaranda_fence, Jacaranda Fence
byg:jacaranda_stairs, Jacaranda Stairs
byg:mangrove_fence, Mangrove Fence
byg:mangrove_stairs, Mangrove Stairs
byg:maple_fence, Maple Fence
byg:maple_stairs, Maple Stairs
byg:frozen_oak_fence, Frozen Oak Fence
byg:frozen_oak_stairs, Frozen Oak Stairs
byg:pine_fence, Pine Fence
byg:pine_stairs, Pine Stairs
byg:skyris_fence, Skyris Fence
byg:skyris_stairs, Skyris Stairs
byg:willow_fence, Willow Fence
byg:willow_stairs, Willow Stairs
byg:zelkova_fence, Zelkova Fence
byg:zelkova_stairs, Zelkova Stairs
byg:redwood_fence, Redwood Fence
byg:redwood_stairs, Redwood Stairs
byg:holly_fence, Holly Fence
byg:holly_stairs, Holly Stairs
byg:rainbow_eucalyptus_fence, Rainbow Eucalyptus Fence
byg:rainbow_eucalyptus_stairs, Rainbow Eucalyptus Stairs
byg:witch_hazel_fence, Witch Hazel Fence
byg:witch_hazel_stairs, Witch Hazel Stairs
byg:ebony_fence, Ebony Fence
byg:ebony_stairs, Ebony Stairs
byg:hawthorn_fence, Hawthorn Fence
byg:hawthorn_stairs, Hawthorn Stairs
byg:rowan_fence, Rowan Fence
byg:rowan_stairs, Rowan Stairs
byg:ironwood_fence, Ironwood Fence
byg:ironwood_stairs, Ironwood Stairs
byg:fir_fence, Fir Fence
byg:fir_stairs, Fir Stairs
byg:green_enchanted_fence, Green Enchanted Fence
byg:green_enchanted_stairs, Green Enchanted Stairs
byg:cypress_fence, Cypress Fence
byg:cypress_stairs, Cypress Stairs
byg:mahogany_fence, Mahogany Fence
byg:mahogany_stairs, Mahogany Stairs
byg:palm_fence, Palm Fence
byg:palm_stairs, Palm Stairs
byg:aspen_fence, Aspen Fence
byg:aspen_stairs, Aspen Stairs
byg:aspen_gate, Aspen Gate
byg:aspen_gate_closed, Aspen Gate
byg:baobab_gate, Baobab Gate
byg:baobab_gate_open, Baobab Gate
byg:aspen_door_item, Aspen Door
byg:willow_gate_open, Willow Gate
byg:sepinite_stairs, Sepinite Stairs
byg:sepinite_walls, Sepinite Walls
byg:scoria_stairs, Scoria Stairs
byg:scoria_walls, Scoria Walls
byg:polished_soapstone_stairs, Polished Soapstone Stairs
byg:polished_soapstone_walls, Polished Soapstone Walls
byg:polished_sodalite_stairs, Polished Sodalite Stairs
byg:polished_sodalite_walls, Polished Sodalite Walls
byg:sodalite_brick_stairs, Sodalite Brick Stairs
byg:sodalite_brick_walls, Sodalite Brick Walls
byg:aspen_door_bottom, Aspen Door
byg:aspen_door_top, Aspen Door
byg:aspen_door_open_bottom, Aspen Door
byg:aspen_door_open_top, Aspen Door
byg:baobab_door_bottom, Baobab Door
byg:baobab_door_top, Baobab Door
byg:baobab_door_open_bottom, Baobab Door
byg:baobab_door_open_top, Baobab Door
byg:blue_enchanted_door, Blue Enchanted Door
byg:blue_enchanted_door_bottom, Blue Enchanted Door
byg:blue_enchanted_door_top, Baobab Door
byg:blue_enchanted_door_open_bottom, Baobab Door
byg:blue_enchanted_door_open_top, Baobab Door
byg:cherry_door, Cherry Door
byg:cika_door, Cika Door
byg:cypress_door, Cypress Door
byg:ebony_door, Ebony Door
byg:fir_door, Fir Door
byg:frozen_oak_door, Frozen Oak Door
byg:green_enchanted_door, Green Enchanted Door
byg:hawthorn_door, Hawthorn Door
byg:holly_door, Holly Door
byg:ironwood_door, Ironwood Door
byg:jacaranda_door, Jacaranda Door
byg:mahogany_door, Mahogany Door
byg:mangrove_door, Mangrove Door
byg:maple_door, Maple Door
byg:palm_door, Palm Door
byg:pine_door, Pine Door
byg:eucalyptus_door, Rainbow Eucalyptus Door
byg:rowan_door, Rowan Door
byg:skyris_door, Skyris Door
byg:willow_door, Willow Door
byg:witch_hazel_door, Witch Hazel Door
byg:zelkova_door, Zelkova Door
byg:cherry_door_bottom, Baobab Door
byg:cika_door_bottom, Baobab Door
byg:cypress_door_bottom, Baobab Door
byg:ebony_door_bottom, Baobab Door
byg:fir_door_bottom, Baobab Door
byg:great_oak_door_bottom, Baobab Door
byg:green_enchanted_door_bottom, Baobab Door
byg:hawthorn_door_bottom, Baobab Door
byg:holly_door_bottom, Baobab Door
byg:ironwood_door_bottom, Baobab Door
byg:jacaranda_door_bottom, Baobab Door
byg:mahogany_door_bottom, Baobab Door
byg:mangrove_door_bottom, Baobab Door
byg:maple_door_bottom, Baobab Door
byg:palm_door_bottom, Baobab Door
byg:pine_door_bottom, Baobab Door
byg:eucalyptus_door_bottom, Baobab Door
byg:rowan_door_bottom, Baobab Door
byg:skyris_door_bottom, Baobab Door
byg:willow_door_bottom, Baobab Door
byg:witch_hazel_door_bottom, Baobab Door
byg:zelkova_door_bottom, Baobab Door
byg:frozen_oak_door_bottom, Baobab Door
byg:cherry_door_top, Baobab Door
byg:cika_door_top, Baobab Door
byg:cypress_door_top, Baobab Door
byg:ebony_door_top, Baobab Door
byg:fir_door_top, Baobab Door
byg:frozen_oak_door_top, Baobab Door
byg:green_enchanted_door_top, Baobab Door
byg:hawthorn_door_top, Baobab Door
byg:holly_door_top, Baobab Door
byg:ironwood_door_top, Baobab Door
byg:jacaranda_door_top, Baobab Door
byg:mahogany_door_top, Baobab Door
byg:mangrove_door_top, Baobab Door
byg:maple_door_top, Baobab Door
byg:palm_door_top, Baobab Door
byg:pine_door_top, Baobab Door
byg:eucalyptus_door_top, Baobab Door
byg:rowan_door_top, Baobab Door
byg:skyris_door_top, Baobab Door
byg:willow_door_top, Baobab Door
byg:witch_hazel_door_top, Baobab Door
byg:zelkova_door_top, Baobab Door
byg:cherry_door_open_bottom, Baobab Door
byg:cika_door_open_bottom, Baobab Door
byg:cypress_door_open_bottom, Baobab Door
byg:ebony_door_open_bottom, Baobab Door
byg:fir_door_open_bottom, Baobab Door
byg:great_oak_door_open_bottom, Baobab Door
byg:green_enchanted_door_open_bottom, Baobab Door
byg:hawthorn_door_open_bottom, Baobab Door
byg:holly_door_open_bottom, Baobab Door
byg:ironwood_door_open_bottom, Baobab Door
byg:jacaranda_door_open_bottom, Baobab Door
byg:mahogany_door_open_bottom, Baobab Door
byg:mangrove_door_open_bottom, Baobab Door
byg:maple_door_open_bottom, Baobab Door
byg:palm_door_open_bottom, Baobab Door
byg:pine_door_open_bottom, Baobab Door
byg:rowan_door_open_bottom, Baobab Door
byg:skyris_door_open_bottom, Baobab Door
byg:willow_door_open_bottom, Baobab Door
byg:witch_hazel_door_open_bottom, Baobab Door
byg:zelkova_door_open_bottom, Baobab Door
byg:frozen_oak_door_open_bottom, Baobab Door
byg:cherry_door_open_top, Baobab Door
byg:cika_door_open_top, Baobab Door
byg:cypress_door_open_top, Baobab Door
byg:ebony_door_open_top, Baobab Door
byg:fir_door_open_top, Baobab Door
byg:frozen_oak_door_open_top, Baobab Door
byg:green_enchanted_door_open_top, Baobab Door
byg:hawthorn_door_open_top, Baobab Door
byg:holly_door_open_top, Baobab Door
byg:ironwood_door_open_top, Baobab Door
byg:jacaranda_door_open_top, Baobab Door
byg:mahogany_door_open_top, Baobab Door
byg:mangrove_door_open_top, Baobab Door
byg:maple_door_open_top, Baobab Door
byg:palm_door_open_top, Baobab Door
byg:pine_door_open_top, Baobab Door
byg:eucalyptus_door_open_top, Baobab Door
byg:rowan_door_open_top, Baobab Door
byg:skyris_door_open_top, Baobab Door
byg:willow_door_open_top, Baobab Door
byg:witch_hazel_open_top, Baobab Door
byg:zelkova_door_open_top, Baobab Door
byg:great_oak_door_top, Baobab Door
byg:great_oak_door_open_top, Baobab Door
byg:eucalyptus_door_open_bottom, Baobab Door
byg:great_oak_door, Great Oak Door
byg:jackomelon, Jack o'Melon
byg:blue_enchanted_gate, Blue Enchanted Gate
byg:blue_enchanted_gate_closed, Aspen Gate
byg:cherry_gate, Cherry Gate
byg:cherry_gate_closed, Aspen Gate
byg:cika_gate, Cika Gate
byg:cika_gate_closed, Aspen Gate
byg:cypress_gate, Cypress Gate
byg:cypress_gate_closed, Aspen Gate
byg:ebony_gate, Ebony Gate
byg:ebony_gate_closed, Ebony Gate
byg:fir_gate, Fir Gate
byg:fir_gate_closed, Aspen Gate
byg:great_oak_gate, Great Oak Gate
byg:great_oak_gate_closed, Aspen Gate
byg:green_enchanted_gate, Green Enchanted Gate
byg:green_enchanted_gate_closed, Aspen Gate
byg:hawthorn_gate, Hawthorn Gate
byg:hawthorn_gate_closed, Aspen Gate
byg:holly_gate, Holly Gate
byg:holly_gate_closed, Aspen Gate
byg:ironwood_gate, Ironwood Gate
byg:ironwood_gate_closed, Aspen Gate
byg:jacaranda_gate, Jacaranda Gate
byg:jacaranda_gate_closed, Aspen Gate
byg:mahogany_gate, Mahogany Gate
byg:mahogany_gate_closed, Aspen Gate
byg:mangrove_gate, Mangrove Gate
byg:mangrove_gate_closed, Aspen Gate
byg:maple_gate, Maple Gate
byg:maple_gate_closed, Aspen Gate
byg:frozen_oak_gate, Frozen Oak Gate
byg:frozen_oak_gate_closed, Aspen Gate
byg:palm_gate, Palm Gate
byg:palm_gate_closed, Aspen Gate
byg:pine_gate, Pine Gate
byg:pine_gate_closed, Aspen Gate
byg:rainbow_eucalyptus_gate, Rainbow Eucalyptus Gate
byg:rainbow_eucalyptus_gate_closed, Aspen Gate
byg:redwood_gate, Redwood Gate
byg:redwood_gate_closed, Aspen Gate
byg:rowan_gate, Rowan Gate
byg:rowan_gate_closed, Aspen Gate
byg:skyris_gate, Skyris Gate
byg:skyris_gate_closed, Aspen Gate
byg:willow_gate, Willow Gate
byg:witch_hazel_gate, Witch Hazel Gate
byg:witch_hazel_gate_closed, Aspen Gate
byg:zelkova_gate, Zelkova Gate
byg:zelkova_gate_closed, Aspen Gate
byg:woodenmortar, Wooden Mortar
byg:mahogany_wood, Mahogany Wood
byg:palm_wood, Palm Wood
byg:overgrown_stone, Overgrown Stone
byg:thornblock, Thorn Block
byg:thorn_branches, Thorn Branches
byg:plant_stem, Plant Stem
byg:red_petal, Red Petal Block
byg:white_petal, White Petal Block
byg:blue_petal, Blue Petal Block
byg:light_blue_petal, Light Blue Petal Block
byg:yellow_petal, Yellow Petal Block
byg:purple_petal, Purple Petal Block
byg:springwater, tile.springwater.name
byg:rocky_grass_alps, Rocky Grass
byg:alpine_bellflower, Alpine Bellflower
byg:angelica, Angelica
byg:azalea, Azalea
byg:begonia, Begonia
byg:bistort, Bistort
byg:black_rose, Black Rose
byg:fairy_slipper, Fairy Slipper
byg:delphinium, Delphinium
byg:golden_spined_cactus, Golden Spined Cactus
byg:guzmania, Guzmania
byg:iris, Iris
byg:lazarus_bell_flower, Lazarus Bell 
byg:lollipop_flower, Lollipop Flower
byg:ivy, Ivy
byg:flowers, Flowers
byg:prickly_pear, Prickly Pear
byg:protea_flower, Protea Flower
byg:richea, Richea
byg:salal_bush, Salal Bush
byg:salal_bush_ripe, Ripe Salal Bush
byg:silver_vase_flower, Silver Vase Flower
byg:torch_ginger, Torch Ginger
byg:winter_rose, Winter Rose
byg:winter_succulent, Winter Succulent
byg:black_puff, Black Puff
byg:weeping_milk_cap, Weeping Milk Cap
byg:wood_blewit, Wood Blewit
byg:salal_berry, Salal Berries
byg:horseweed, Horseweed
byg:aspenstickpile, Aspen Stick Pile
byg:stone_pebbles, Stone Pebbles
byg:light_blue_crystal_block, Light Blue Crystal Block
byg:white_crystal_block, White Crystal Block
byg:purple_crystal_block, Purple Crystal Block
byg:red_crystal_block, Red Crystal Block
byg:light_blue_crystals, Light Blue Crystals
byg:white_crystals, White Crystals
byg:purple_crystals, Purple Crystals
byg:red_crystals, Red Crystals
byg:carved_melon, Carved Melon
byg:frozen_oak_sapling, Frozen Oak Sapling
byg:red_birch_sapling, Red Birch Sapling
byg:orange_birch_sapling, Orange Birch Sapling
byg:brown_birch_sapling, Brown Birch Sapling
byg:dry_brown_oak_sapling, Dry Brown Oak Sapling
byg:dry_green_oak_sapling, Dry Green Oak Sapling
byg:blue_enchanted_sapling, Blue Enchanted Sapling
byg:pink_enchanted_sapling, Pink Enchanted Sapling
byg:purple_enchanted_sapling, Purple Enchanted Sapling
byg:structure_spawn_block, Structure Spawn Block
guideapi:bloodmagic-guide, item.guideapi.book.bloodmagic.guide.name
jaopca:block_blockdilithium, Block of %s
jaopca:block_blockcertusquartz, Block of %s
jaopca:block_blockchargedcertusquartz, Block of %s
jaopca:block_blockcinnabar, Block of %s
jaopca:block_blocklignite, Block of %s
jaopca:block_blockvolcanic, Block of %s
jaopca:block_blockneodymium, Block of %s
jaopca:item_dustardite, %s Dust
jaopca:item_duststarmetal, %s Dust
jaopca:item_dustamber, %s Dust
jaopca:item_dustamethyst, %s Dust
jaopca:item_dustchargedcertusquartz, %s Dust
jaopca:item_dustcinnabar, %s Dust
jaopca:item_dustmalachite, %s Dust
jaopca:item_dustperidot, %s Dust
jaopca:item_dustruby, %s Dust
jaopca:item_dustsapphire, %s Dust
jaopca:item_dusttanzanite, %s Dust
jaopca:item_dusttopaz, %s Dust
jaopca:item_dustvolcanic, %s Dust
jaopca:item_nuggetasbestos, %s Nugget
jaopca:item_nuggetcoltan, %s Nugget
jaopca:item_nuggetlithium, %s Nugget
jaopca:item_nuggetstarmetal, %s Nugget
jaopca:item_nuggettungsten, %s Nugget
jaopca:item_nuggetyellorium, %s Nugget
jaopca:item_nuggetamber, %s Nugget
jaopca:item_nuggetamethyst, %s Nugget
jaopca:item_nuggetcertusquartz, %s Nugget
jaopca:item_nuggetchargedcertusquartz, %s Nugget
jaopca:item_nuggetcinnabar, %s Nugget
jaopca:item_nuggetcoal, %s Nugget
jaopca:item_nuggetlapis, %s Nugget
jaopca:item_nuggetlignite, %s Nugget
jaopca:item_nuggetmalachite, %s Nugget
jaopca:item_nuggetperidot, %s Nugget
jaopca:item_nuggetruby, %s Nugget
jaopca:item_nuggetsapphire, %s Nugget
jaopca:item_nuggettanzanite, %s Nugget
jaopca:item_nuggettopaz, %s Nugget
jaopca:item_nuggetvolcanic, %s Nugget
jaopca:item_coinardite, %s Coin
jaopca:item_coinasbestos, %s Coin
jaopca:item_coinaustralium, %s Coin
jaopca:item_coinberyllium, %s Coin
jaopca:item_coincobalt, %s Coin
jaopca:item_coincoltan, %s Coin
jaopca:item_coindaffergon, %s Coin
jaopca:item_coindilithium, %s Coin
jaopca:item_coindraconium, %s Coin
jaopca:item_coinlithium, %s Coin
jaopca:item_coinosmium, %s Coin
jaopca:item_coinplutonium, %s Coin
jaopca:item_coinreiium, %s Coin
jaopca:item_coinschrabidium, %s Coin
jaopca:item_coinstarmetal, %s Coin
jaopca:item_cointh232, %s Coin
jaopca:item_cointhorium, %s Coin
jaopca:item_cointhorium232, %s Coin
jaopca:item_cointitanium, %s Coin
jaopca:item_cointungsten, %s Coin
jaopca:item_coinunobtainium, %s Coin
jaopca:item_coinuranium, %s Coin
jaopca:item_coinverticium, %s Coin
jaopca:item_coinweidanium, %s Coin
jaopca:item_coinyellorium, %s Coin
jaopca:item_coinzirconium, %s Coin
jaopca:item_gearardite, %s Gear
jaopca:item_gearasbestos, %s Gear
jaopca:item_gearaustralium, %s Gear
jaopca:item_gearberyllium, %s Gear
jaopca:item_gearcobalt, %s Gear
jaopca:item_gearcoltan, %s Gear
jaopca:item_geardaffergon, %s Gear
jaopca:item_geardilithium, %s Gear
jaopca:item_geardraconium, %s Gear
jaopca:item_gearlithium, %s Gear
jaopca:item_gearosmium, %s Gear
jaopca:item_gearplutonium, %s Gear
jaopca:item_gearreiium, %s Gear
jaopca:item_gearschrabidium, %s Gear
jaopca:item_gearstarmetal, %s Gear
jaopca:item_gearth232, %s Gear
jaopca:item_gearthorium, %s Gear
jaopca:item_gearthorium232, %s Gear
jaopca:item_geartungsten, %s Gear
jaopca:item_gearunobtainium, %s Gear
jaopca:item_gearuranium, %s Gear
jaopca:item_gearverticium, %s Gear
jaopca:item_gearweidanium, %s Gear
jaopca:item_gearyellorium, %s Gear
jaopca:item_gearzirconium, %s Gear
jaopca:item_gearamber, %s Gear
jaopca:item_gearamethyst, %s Gear
jaopca:item_gearcertusquartz, %s Gear
jaopca:item_gearchargedcertusquartz, %s Gear
jaopca:item_gearcinnabar, %s Gear
jaopca:item_gearcoal, %s Gear
jaopca:item_gearlapis, %s Gear
jaopca:item_gearlignite, %s Gear
jaopca:item_gearmalachite, %s Gear
jaopca:item_gearperidot, %s Gear
jaopca:item_gearquartz, %s Gear
jaopca:item_gearruby, %s Gear
jaopca:item_gearsapphire, %s Gear
jaopca:item_geartanzanite, %s Gear
jaopca:item_geartopaz, %s Gear
jaopca:item_gearvolcanic, %s Gear
jaopca:item_plateardite, %s Plate
jaopca:item_plateasbestos, %s Plate
jaopca:item_plateaustralium, %s Plate
jaopca:item_plateberyllium, %s Plate
jaopca:item_platecobalt, %s Plate
jaopca:item_platecoltan, %s Plate
jaopca:item_platedaffergon, %s Plate
jaopca:item_platedilithium, %s Plate
jaopca:item_platedraconium, %s Plate
jaopca:item_platelithium, %s Plate
jaopca:item_plateosmium, %s Plate
jaopca:item_plateplutonium, %s Plate
jaopca:item_platereiium, %s Plate
jaopca:item_platestarmetal, %s Plate
jaopca:item_plateth232, %s Plate
jaopca:item_platethorium, %s Plate
jaopca:item_platethorium232, %s Plate
jaopca:item_platetungsten, %s Plate
jaopca:item_plateunobtainium, %s Plate
jaopca:item_plateuranium, %s Plate
jaopca:item_plateverticium, %s Plate
jaopca:item_plateweidanium, %s Plate
jaopca:item_plateyellorium, %s Plate
jaopca:item_platezirconium, %s Plate
jaopca:item_plateamber, %s Plate
jaopca:item_plateamethyst, %s Plate
jaopca:item_platecertusquartz, %s Plate
jaopca:item_platechargedcertusquartz, %s Plate
jaopca:item_platecinnabar, %s Plate
jaopca:item_platecoal, %s Plate
jaopca:item_platediamond, %s Plate
jaopca:item_plateemerald, %s Plate
jaopca:item_platelapis, %s Plate
jaopca:item_platelignite, %s Plate
jaopca:item_platemalachite, %s Plate
jaopca:item_plateperidot, %s Plate
jaopca:item_platequartz, %s Plate
jaopca:item_plateruby, %s Plate
jaopca:item_platesapphire, %s Plate
jaopca:item_platetanzanite, %s Plate
jaopca:item_platetopaz, %s Plate
jaopca:item_platevolcanic, %s Plate
jaopca:item_stickaluminium, %s Rod
jaopca:item_stickardite, %s Rod
jaopca:item_stickasbestos, %s Rod
jaopca:item_stickaustralium, %s Rod
